Timestamp,Address,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z
1729442400.6861432,sec,-0.13092041015625,0.89141845703125,0.31024169921875,2.012195110321045,2.317073106765747,1.8292683362960815
1729442400.700959,sec,-0.1273193359375,0.89801025390625,0.3135986328125,0.9756097793579102,1.7682926654815674,1.7682926654815674
1729442400.7091038,sec,-0.12432861328125,0.8948974609375,0.31219482421875,0.0,1.2195122241973877,1.585365891456604
1729442400.716046,sec,-0.1236572265625,0.89739990234375,0.311279296875,-0.5487805008888245,0.6097561120986938,1.5243902206420898
1729442400.731005,sec,-0.12158203125,0.90106201171875,0.31243896484375,-0.4268292784690857,-0.12195122241973877,1.5243902206420898
1729442400.7381346,sec,-0.12152099609375,0.90142822265625,0.31109619140625,-0.060975611209869385,-0.6097561120986938,1.402438998222351
1729442400.7460933,sec,-0.12078857421875,0.9029541015625,0.31280517578125,0.4268292784690857,-0.8536585569381714,1.1585365533828735
1729442400.7610028,sec,-0.11993408203125,0.907958984375,0.31585693359375,1.2195122241973877,-0.9756097793579102,0.9756097793579102
1729442400.768515,sec,-0.11846923828125,0.91351318359375,0.31353759765625,1.7682926654815674,-1.097561001777649,0.9756097793579102
1729442400.776107,sec,-0.11572265625,0.91796875,0.31121826171875,2.012195110321045,-1.3414634466171265,1.097561001777649
1729442400.791124,sec,-0.1123046875,0.920654296875,0.30438232421875,2.195122003555298,-1.402438998222351,1.097561001777649
1729442400.7982273,sec,-0.11431884765625,0.92449951171875,0.2998046875,2.195122003555298,-1.5243902206420898,1.0365853309631348
1729442400.806173,sec,-0.1165771484375,0.92340087890625,0.29638671875,1.585365891456604,-1.585365891456604,1.0365853309631348
1729442400.820995,sec,-0.11700439453125,0.92242431640625,0.29449462890625,0.9756097793579102,-1.7073171138763428,0.9146341681480408
1729442400.8281837,sec,-0.11962890625,0.926513671875,0.2952880859375,0.6707317233085632,-1.8902438879013062,0.7317073345184326
1729442400.8361096,sec,-0.12335205078125,0.92608642578125,0.29791259765625,0.9146341681480408,-2.1341464519500732,0.6097561120986938
1729442400.8511035,sec,-0.12530517578125,0.92120361328125,0.2967529296875,0.9756097793579102,-2.5,0.6097561120986938
1729442400.8584502,sec,-0.12725830078125,0.9193115234375,0.293212890625,0.9146341681480408,-2.5609755516052246,0.6097561120986938
1729442400.8664074,sec,-0.1253662109375,0.916015625,0.292724609375,0.6097561120986938,-2.5609755516052246,0.4878048896789551
1729442400.881046,sec,-0.12750244140625,0.91717529296875,0.29486083984375,-0.5487805008888245,-2.378048896789551,0.5487805008888245
1729442400.8882244,sec,-0.1295166015625,0.9168701171875,0.3001708984375,-1.402438998222351,-2.1341464519500732,0.6707317233085632
1729442400.8961535,sec,-0.12762451171875,0.91741943359375,0.3056640625,-1.4634146690368652,-1.8292683362960815,0.8536585569381714
1729442400.9111106,sec,-0.1243896484375,0.91607666015625,0.3062744140625,-1.4634146690368652,-1.585365891456604,0.9756097793579102
1729442400.9186358,sec,-0.12359619140625,0.916015625,0.3055419921875,-0.9146341681480408,-1.2195122241973877,0.9146341681480408
1729442400.9262207,sec,-0.12451171875,0.9176025390625,0.30364990234375,-0.6707317233085632,-0.9756097793579102,0.792682945728302
1729442400.9413052,sec,-0.12579345703125,0.91741943359375,0.3013916015625,-0.5487805008888245,-0.7317073345184326,0.7317073345184326
1729442400.9485445,sec,-0.12872314453125,0.91387939453125,0.303955078125,-0.4268292784690857,-0.5487805008888245,0.6707317233085632
1729442400.9556046,sec,-0.12847900390625,0.9127197265625,0.30389404296875,-0.18292683362960815,-0.5487805008888245,0.6707317233085632
1729442400.971138,sec,-0.12847900390625,0.910400390625,0.30242919921875,0.0,-0.4878048896789551,0.6097561120986938
1729442400.9781978,sec,-0.12396240234375,0.908203125,0.304931640625,-0.060975611209869385,-0.4878048896789551,0.792682945728302
1729442400.986134,sec,-0.124755859375,0.90960693359375,0.30535888671875,-0.24390244483947754,-0.4878048896789551,0.792682945728302
1729442401.0011399,sec,-0.12689208984375,0.91070556640625,0.3092041015625,-0.3048780560493469,-0.4268292784690857,0.6707317233085632
1729442401.0081995,sec,-0.127197265625,0.9110107421875,0.310791015625,-0.24390244483947754,-0.3658536672592163,0.792682945728302
1729442401.0161471,sec,-0.12335205078125,0.91058349609375,0.3092041015625,-0.4878048896789551,-0.24390244483947754,0.8536585569381714
1729442401.030499,sec,-0.12518310546875,0.912109375,0.30596923828125,-0.5487805008888245,-0.12195122241973877,0.8536585569381714
1729442401.0383954,sec,-0.125,0.9144287109375,0.30633544921875,-0.6097561120986938,-0.18292683362960815,0.792682945728302
1729442401.0460827,sec,-0.12353515625,0.91290283203125,0.30615234375,-0.6707317233085632,-0.3048780560493469,0.792682945728302
1729442401.0610313,sec,-0.12249755859375,0.91119384765625,0.306396484375,-0.6097561120986938,-0.5487805008888245,0.792682945728302
1729442401.0685463,sec,-0.12353515625,0.91290283203125,0.306640625,-0.6097561120986938,-0.6707317233085632,0.792682945728302
1729442401.0860763,sec,-0.1240234375,0.91094970703125,0.3065185546875,-0.6707317233085632,-0.8536585569381714,0.8536585569381714
1729442401.0910623,sec,-0.12371826171875,0.90936279296875,0.30584716796875,-0.8536585569381714,-0.9146341681480408,0.9146341681480408
1729442401.098165,sec,-0.123046875,0.9102783203125,0.310302734375,-0.4878048896789551,-0.8536585569381714,0.9756097793579102
1729442401.1061463,sec,-0.1241455078125,0.91180419921875,0.31341552734375,-0.3048780560493469,-0.9756097793579102,0.9756097793579102
1729442401.1211402,sec,-0.12310791015625,0.911376953125,0.3148193359375,-0.24390244483947754,-0.792682945728302,0.8536585569381714
1729442401.1282432,sec,-0.12347412109375,0.9114990234375,0.31201171875,-0.12195122241973877,-0.6707317233085632,0.792682945728302
1729442401.1362352,sec,-0.12127685546875,0.908935546875,0.3123779296875,0.0,-0.6707317233085632,0.792682945728302
1729442401.1512902,sec,-0.1231689453125,0.9097900390625,0.30706787109375,0.18292683362960815,-0.7317073345184326,0.7317073345184326
1729442401.1584587,sec,-0.1256103515625,0.9097900390625,0.3101806640625,0.24390244483947754,-0.6707317233085632,0.6707317233085632
1729442401.1654718,sec,-0.1290283203125,0.90924072265625,0.30950927734375,0.3658536672592163,-0.7317073345184326,0.5487805008888245
1729442401.1811457,sec,-0.12908935546875,0.9083251953125,0.3038330078125,0.3658536672592163,-0.8536585569381714,0.6707317233085632
1729442401.1885855,sec,-0.12646484375,0.9102783203125,0.3062744140625,0.4268292784690857,-0.9146341681480408,0.792682945728302
1729442401.1955707,sec,-0.126708984375,0.9085693359375,0.30792236328125,0.3048780560493469,-0.8536585569381714,0.792682945728302
1729442401.2112134,sec,-0.12493896484375,0.90869140625,0.30975341796875,0.3048780560493469,-0.6707317233085632,0.6707317233085632
1729442401.218773,sec,-0.125,0.91021728515625,0.3121337890625,0.18292683362960815,-0.6707317233085632,0.792682945728302
1729442401.2257829,sec,-0.1251220703125,0.91326904296875,0.31182861328125,0.12195122241973877,-0.6707317233085632,0.8536585569381714
1729442401.2409315,sec,-0.12469482421875,0.91229248046875,0.3104248046875,0.060975611209869385,-0.6097561120986938,0.792682945728302
1729442401.2488306,sec,-0.1248779296875,0.913818359375,0.30841064453125,0.3048780560493469,-0.5487805008888245,0.6707317233085632
1729442401.255913,sec,-0.12738037109375,0.9130859375,0.30950927734375,0.792682945728302,-0.4268292784690857,0.6707317233085632
1729442401.2713299,sec,-0.12799072265625,0.91302490234375,0.3045654296875,1.0365853309631348,-0.6097561120986938,0.792682945728302
