timestamp,acc_x
1731430615.613194,-0.00128173828125
1731430615.650321,0.00262451171875
1731430615.6879933,0.005615234375
1731430615.7321138,0.0079345703125
1731430615.7712018,0.00982666015625
1731430615.807067,0.011474609375
1731430615.859642,0.01123046875
1731430615.8895621,0.01214599609375
1731430615.9272835,0.0087890625
1731430615.972292,0.0062255859375
1731430616.0095582,0.0050048828125
1731430616.0478356,0.00726318359375
1731430616.092309,0.01605224609375
1731430616.1297202,0.028564453125
1731430616.1671965,0.045166015625
1731430616.2123544,0.03863525390625
1731430616.2497184,0.0150146484375
1731430616.2944202,-0.0172119140625
1731430616.3322513,-0.05780029296875
1731430616.3698666,-0.0911865234375
1731430616.4152822,-0.12060546875
1731430616.4525876,-0.1468505859375
1731430616.4906387,-0.17022705078125
1731430616.535739,-0.1903076171875
1731430616.579935,-0.20538330078125
1731430616.6100512,-0.215576171875
1731430616.6551425,-0.21533203125
1731430616.6934016,-0.21356201171875
1731430616.73036,-0.2230224609375
1731430616.775515,-0.22650146484375
1731430616.8124986,-0.232177734375
1731430616.8508012,-0.2559814453125
1731430616.89577,-0.27923583984375
1731430616.9327981,-0.293701171875
1731430616.9697626,-0.27972412109375
1731430617.0307624,-0.2662353515625
1731430617.0527477,-0.25927734375
1731430617.090758,-0.2445068359375
1731430617.1357718,-0.2197265625
1731430617.172911,-0.19256591796875
1731430617.2099335,-0.16778564453125
1731430617.255207,-0.17041015625
1731430617.2932932,-0.2178955078125
1731430617.3304608,-0.2606201171875
1731430617.375138,-0.2216796875
1731430617.420531,-0.2030029296875
1731430617.457599,-0.19549560546875
1731430617.4955976,-0.18780517578125
1731430617.5321846,-0.17193603515625
1731430617.5848312,-0.159423828125
1731430617.6150641,-0.14239501953125
1731430617.660189,-0.12542724609375
1731430617.706268,-0.11358642578125
1731430617.7425113,-0.10919189453125
1731430617.7883425,-0.10137939453125
1731430617.8394396,-0.09173583984375
1731430617.9521246,-0.0799560546875
1731430617.960088,-0.0753173828125
1731430617.968029,-0.07061767578125
1731430617.9899738,-0.0628662109375
1731430618.0129087,-0.06085205078125
1731430618.0573392,-0.05621337890625
1731430618.0954015,-0.052734375
1731430618.2003438,-0.0574951171875
1731430618.2013407,-0.06829833984375
1731430618.252875,-0.0772705078125
1731430618.2539098,-0.0679931640625
1731430618.3272843,-0.0467529296875
1731430618.357516,-0.0321044921875
1731430618.379829,-0.04156494140625
1731430618.4330552,-0.042236328125
1731430618.4634469,-0.02374267578125
1731430618.4994578,-0.0118408203125
1731430618.5376384,-0.00604248046875
1731430618.5752988,-0.0020751953125
1731430618.627548,0.0029296875
1731430618.657819,0.01434326171875
1731430618.6950774,0.03179931640625
1731430618.7395225,0.0433349609375
1731430618.785319,0.05169677734375
1731430618.8225598,0.0447998046875
1731430618.8675015,0.0242919921875
1731430618.8974464,0.0267333984375
1731430618.96445,-0.00189208984375
1731430618.980353,-0.06134033203125
1731430619.018122,-0.07757568359375
1731430619.0634875,-0.0157470703125
1731430619.1075,-0.006103515625
1731430619.1377306,-0.01165771484375
1731430619.1748362,-0.001708984375
1731430619.2209294,0.00543212890625
1731430619.2582777,0.00640869140625
1731430619.2953372,0.0067138671875
1731430619.354683,0.00189208984375
1731430619.4002118,0.00335693359375
1731430619.5125532,0.00567626953125
1731430619.5145624,0.0057373046875
1731430619.5156047,0.00616455078125
1731430619.550763,0.01416015625
1731430619.5958953,0.00860595703125
1731430619.6702676,-0.0552978515625
1731430619.6702676,-0.088134765625
1731430619.700352,-0.06060791015625
1731430619.8050072,-0.0345458984375
1731430619.8060045,-0.044921875
1731430619.8270514,-0.03558349609375
1731430619.8647246,-0.00262451171875
1731430619.902856,0.02325439453125
1731430619.9479997,0.0416259765625
1731430619.9782085,0.05352783203125
1731430620.0221198,0.05609130859375
1731430620.0601459,0.0582275390625
1731430620.0981998,0.06158447265625
1731430620.1432567,0.042724609375
1731430620.1803043,-0.017822265625
1731430620.2172859,-0.04559326171875
1731430620.2627227,-0.01666259765625
1731430620.3007505,-0.0133056640625
1731430620.3378136,-0.01446533203125
1731430620.3830001,-0.00347900390625
1731430620.4201193,0.000244140625
1731430620.4572299,-0.0040283203125
1731430620.5027537,-0.003662109375
1731430620.5407333,0.00244140625
1731430620.5775006,0.0068359375
1731430620.6228049,0.0076904296875
1731430620.6597815,0.01031494140625
1731430620.7054522,0.01507568359375
1731430620.742992,0.0162353515625
1731430620.7802432,0.01629638671875
1731430620.8257885,0.02044677734375
1731430620.862635,0.02728271484375
1731430620.899898,0.0159912109375
1731430620.9458573,0.00323486328125
1731430620.9830482,0.03228759765625
1731430621.0199082,0.0484619140625
1731430621.0652242,0.04302978515625
1731430621.1024678,0.04620361328125
1731430621.1403866,0.046875
1731430621.18505,0.02191162109375
1731430621.2222977,-0.0103759765625
1731430621.2601268,-0.04510498046875
1731430621.3048706,0.05078125
1731430621.357896,0.07574462890625
1731430621.380842,0.02642822265625
1731430621.4253073,0.10345458984375
1731430621.462853,0.137451171875
1731430621.5002255,0.13446044921875
1731430621.5453532,0.1497802734375
1731430621.5900538,0.16400146484375
1731430621.620227,0.17840576171875
1731430621.6654685,0.1923828125
1731430621.7035234,0.2142333984375
1731430621.740227,0.23187255859375
1731430621.7854538,0.250244140625
1731430621.8227842,0.2623291015625
1731430621.9045975,0.28533935546875
1731430621.9052455,0.31512451171875
1731430621.9496474,0.3614501953125
1731430621.9948125,0.4158935546875
1731430622.205117,0.44659423828125
1731430622.20712,0.4473876953125
1731430622.2081168,0.423828125
1731430622.2131038,0.385009765625
1731430622.2280655,0.33355712890625
1731430622.229061,0.27197265625
1731430622.2652018,0.23345947265625
1731430622.31049,0.20098876953125
1731430622.3484657,0.1832275390625
1731430622.3999934,0.17462158203125
1731430622.4221847,0.168212890625
